psf_sep,peak_sep,star_sep,star_sep_diaSrc
4.868660660041198,4.47213595499958,0.06620641830532148,0.06620641830532148
3.170533614516981,4.47213595499958,0.02433444239147215,0.02433444239147215
3.170533614516981,3.605551275463989,0.040181758796086084,0.040181758796086084
3.170533614516981,2.23606797749979,0.021695701784070362,0.021695701784070362
3.1953960089799747,2.0,0.02965103078150305,0.02965103078150305
3.1953960089799747,3.1622776601683795,0.0013221217015420476,0.0013221217015420476
3.181609938031993,3.1622776601683795,0.017398304814833274,0.017398304814833274
3.181609938031993,4.47213595499958,0.021581429411276245,0.021581429411276245
3.0356529375962125,2.23606797749979,0.038334387786279886,0.038334387786279886
3.0356529375962125,2.23606797749979,0.04345504632689872,0.04345504632689872
3.0356529375962125,2.23606797749979,0.04705493958869989,0.04705493958869989
3.0356529375962125,2.0,0.02125320459235594,0.02125320459235594
3.0356529375962125,2.23606797749979,0.03986626898470433,0.03986626898470433
3.0356529375962125,3.1622776601683795,0.04993204856007367,0.04993204856007367
3.0356529375962125,2.23606797749979,0.015645417705278598,0.015645417705278598
3.0356529375962125,3.0,0.03742240304129955,0.03742240304129955
3.0356529375962125,2.8284271247461903,0.043168332122886066,0.043168332122886066
3.4250886316766502,3.1622776601683795,0.010669599010221784,0.010669599010221784
3.5989528619152997,3.605551275463989,0.023883010709321303,0.023883010709321303
3.4055555937466173,4.0,0.045917643160738715,0.045917643160738715
3.4055555937466173,3.1622776601683795,0.0408433033754512,0.0408433033754512
3.4055555937466173,3.0,0.013974963009712698,0.013974963009712698
2.943978427262244,2.23606797749979,0.0345526182519019,0.0345526182519019
2.943978427262244,2.8284271247461903,0.02455838226901874,0.02455838226901874
2.943978427262244,2.23606797749979,0.04456505687001458,0.04456505687001458
2.943978427262244,2.23606797749979,0.024147912053653776,0.024147912053653776
2.943978427262244,3.605551275463989,0.039970880454637904,0.039970880454637904
2.943978427262244,2.8284271247461903,0.025505998083402804,0.025505998083402804
2.943978427262244,2.0,0.05060429985872963,0.05060429985872963
2.943978427262244,3.1622776601683795,0.0033445117035819085,0.0033445117035819085
2.943978427262244,2.0,0.0374977001400901,0.0374977001400901
3.4367160832674664,2.23606797749979,0.0332493651682639,0.0332493651682639
3.4367160832674664,3.605551275463989,0.008610123011451209,0.008610123011451209
3.20429027013089,2.8284271247461903,0.037803700851266386,0.037803700851266386
3.20429027013089,2.8284271247461903,0.04101544611372763,0.04101544611372763
3.20429027013089,3.0,0.028991931134070156,0.028991931134070156
3.20429027013089,3.0,0.02936538054510712,0.02936538054510712
3.20429027013089,3.605551275463989,0.027779311391481498,0.027779311391481498
3.20429027013089,2.23606797749979,0.027209829805045247,0.027209829805045247
3.4322716730966047,3.1622776601683795,0.04220584768899602,0.04220584768899602
3.325730087108582,0.0,0.04591591190203849,0.04591591190203849
3.325730087108582,3.1622776601683795,0.03632183059385559,0.03632183059385559
3.325730087108582,2.0,0.03761647129350558,0.03761647129350558
3.325730087108582,4.47213595499958,0.05433467977991528,0.05433467977991528
3.325730087108582,3.605551275463989,0.06765971975972841,0.06765971975972841
3.325730087108582,3.1622776601683795,0.03529690077270763,0.03529690077270763
3.325730087108582,3.1622776601683795,0.027449889868356867,0.027449889868356867
3.325730087108582,0.0,0.03174538963177099,0.03174538963177099
3.474384279732392,2.23606797749979,0.019203390374088393,0.019203390374088393
3.474384279732392,5.385164807134504,0.029585501286238634,0.029585501286238634
3.474384279732392,2.0,0.07928381683830554,0.07928381683830554
3.474384279732392,3.605551275463989,0.026223593681031058,0.026223593681031058
3.474384279732392,3.0,0.029879937286658966,0.029879937286658966
3.474384279732392,4.123105625617661,0.04402138170878989,0.04402138170878989
3.474384279732392,3.0,0.05579066387850033,0.05579066387850033
3.474384279732392,1.0,0.04427854852988851,0.04427854852988851
3.292068433928844,3.1622776601683795,0.04031978812249917,0.04031978812249917
3.292068433928844,2.8284271247461903,0.033458555572798664,0.033458555572798664
3.292068433928844,5.0,0.026414121611432733,0.026414121611432733
3.292068433928844,3.605551275463989,0.05743391494029913,0.05743391494029913
4.035954377231889,2.8284271247461903,0.009526500276896457,0.009526500276896457
4.035954377231889,3.605551275463989,0.015016935902823613,0.015016935902823613
4.035954377231889,2.23606797749979,0.03282771613374962,0.03282771613374962
3.898194544560166,4.123105625617661,0.07857994141952114,0.07857994141952114
3.898194544560166,2.8284271247461903,0.04870095452470753,0.04870095452470753
3.898194544560166,4.242640687119285,0.044946182690177396,0.044946182690177396
3.898194544560166,4.242640687119285,0.03692004012536651,0.03692004012536651
3.898194544560166,2.8284271247461903,0.03595492506902917,0.03595492506902917
3.898194544560166,4.47213595499958,0.03389491651012519,0.03389491651012519
3.898194544560166,2.8284271247461903,0.0470512400580349,0.0470512400580349
3.898194544560166,0.0,0.07362323447634019,0.07362323447634019
3.898194544560166,3.1622776601683795,0.028782591055912046,0.028782591055912046
2.7678537397446537,2.23606797749979,0.05461046292244874,0.05461046292244874
2.7678537397446537,4.47213595499958,0.05057013262874521,0.05057013262874521
2.7678537397446537,3.1622776601683795,0.06175219230666189,0.06175219230666189
2.7678537397446537,2.23606797749979,0.019912926259969925,0.019912926259969925
2.7678537397446537,2.23606797749979,0.017468385103469715,0.017468385103469715
2.7678537397446537,2.0,0.0325900253977273,0.0325900253977273
2.7678537397446537,4.123105625617661,0.04149574507302645,0.04149574507302645
2.7678537397446537,5.0,0.03305445157627946,0.03305445157627946
5.676000785750937,7.280109889280518,0.10193944849116804,0.10193944849116804
5.676000785750937,3.605551275463989,0.032720210620934054,0.032720210620934054
4.85162158253812,5.0990195135927845,0.0879327033582581,0.0879327033582581
3.244253536174474,3.1622776601683795,0.03251333268608843,0.03251333268608843
3.244253536174474,2.23606797749979,0.05016476899212044,0.05016476899212044
3.244253536174474,3.1622776601683795,0.02870125082630139,0.02870125082630139
3.244253536174474,2.23606797749979,0.03577222058184302,0.03577222058184302
3.0277264762489864,2.8284271247461903,0.04222786836164274,0.04222786836164274
3.0277264762489864,2.23606797749979,0.005007992905936448,0.005007992905936448
3.0277264762489864,3.1622776601683795,0.026975912096723082,0.026975912096723082
3.2395902800332403,3.0,0.022128663546451988,0.022128663546451988
3.2395902800332403,3.1622776601683795,0.04972704352892864,0.04972704352892864
3.2395902800332403,3.1622776601683795,12.1145073504087,12.1145073504087
3.2395902800332403,4.242640687119285,0.049166094116206725,0.049166094116206725
3.2395902800332403,3.1622776601683795,0.05418214251552561,0.05418214251552561
3.2395902800332403,3.605551275463989,0.028852857071181,0.028852857071181
3.72874981927223,3.1622776601683795,0.009600472606597405,0.009600472606597405
3.72874981927223,4.0,0.04501422741944789,0.04501422741944789
3.72874981927223,3.1622776601683795,0.038212645285467826,0.038212645285467826
3.72874981927223,3.605551275463989,0.004745942678913629,0.004745942678913629
2.93656889850124,2.0,0.01837734662720505,0.01837734662720505
2.93656889850124,2.23606797749979,0.032483161150447006,0.032483161150447006
2.93656889850124,2.0,0.02832183229955099,0.02832183229955099
2.93656889850124,3.605551275463989,0.020430180582747266,0.020430180582747266
2.93656889850124,2.8284271247461903,0.009787003859110029,0.009787003859110029
2.93656889850124,2.8284271247461903,0.05046118758987771,0.05046118758987771
2.93656889850124,3.1622776601683795,0.022187897312064078,0.022187897312064078
2.93656889850124,3.1622776601683795,0.02200870902803587,0.02200870902803587
2.93656889850124,3.0,0.023240733549216425,0.023240733549216425
2.93656889850124,3.1622776601683795,0.02406140297190544,0.02406140297190544
2.93656889850124,3.605551275463989,0.05021464676768469,0.05021464676768469
4.263825118497945,4.47213595499958,0.025280346814789734,0.025280346814789734
4.263825118497945,2.23606797749979,0.03510057341088764,0.03510057341088764
