calexp_path,calexp_fwhm,coadd_fwhm,tract,patch,visit,detector,filter,diffexp_path,diaSrc_path
./data/patch_0to6/injection/11_20_21_421694_80_i/fake_20/calexp/00421694-i/R20/calexp_00421694-i-R20-S22-det080.fits,3.9160471775703556,4.082986137171966,4639,"1,1",421694,80,i,./data/patch_0to6/diff/al_default_v23/11_20_21_421694_80_i/diff_20/deepDiff/v00421694-fi/R20/diffexp_00421694-i-R20-S22-det080.fits,./data/patch_0to6/diff/al_default_v23/11_20_21_421694_80_i/diff_20/deepDiff/v00421694-fi/R20/diaSrc_00421694-i-R20-S22-det080.fits
./data/patch_0to6/injection/66_20_21_420784_59_i/fake_20/calexp/00420784-i/R13/calexp_00420784-i-R13-S12-det059.fits,4.546582959780004,4.114422322054011,4639,"6,6",420784,59,i,./data/patch_0to6/diff/al_default_v23/66_20_21_420784_59_i/diff_20/deepDiff/v00420784-fi/R13/diffexp_00420784-i-R13-S12-det059.fits,./data/patch_0to6/diff/al_default_v23/66_20_21_420784_59_i/diff_20/deepDiff/v00420784-fi/R13/diaSrc_00420784-i-R13-S12-det059.fits
./data/patch_0to6/injection/66_20_21_437351_117_i/fake_20/calexp/00437351-i/R30/calexp_00437351-i-R30-S00-det117.fits,4.56418757563721,4.114422322054011,4639,"6,6",437351,117,i,./data/patch_0to6/diff/al_default_v23/66_20_21_437351_117_i/diff_20/deepDiff/v00437351-fi/R30/diffexp_00437351-i-R30-S00-det117.fits,./data/patch_0to6/diff/al_default_v23/66_20_21_437351_117_i/diff_20/deepDiff/v00437351-fi/R30/diaSrc_00437351-i-R30-S00-det117.fits
./data/patch_0to6/injection/11_20_21_204560_109_i/fake_20/calexp/00204560-i/R24/calexp_00204560-i-R24-S01-det109.fits,4.046733188047441,4.082986137171966,4639,"1,1",204560,109,i,./data/patch_0to6/diff/al_default_v23/11_20_21_204560_109_i/diff_20/deepDiff/v00204560-fi/R24/diffexp_00204560-i-R24-S01-det109.fits,./data/patch_0to6/diff/al_default_v23/11_20_21_204560_109_i/diff_20/deepDiff/v00204560-fi/R24/diaSrc_00204560-i-R24-S01-det109.fits
./data/patch_0to6/injection/22_20_21_951317_170_i/fake_20/calexp/00951317-i/R41/calexp_00951317-i-R41-S22-det170.fits,3.394865383132584,4.07859862017242,4639,"2,2",951317,170,i,./data/patch_0to6/diff/al_default_v23/22_20_21_951317_170_i/diff_20/deepDiff/v00951317-fi/R41/diffexp_00951317-i-R41-S22-det170.fits,./data/patch_0to6/diff/al_default_v23/22_20_21_951317_170_i/diff_20/deepDiff/v00951317-fi/R41/diaSrc_00951317-i-R41-S22-det170.fits
./data/patch_0to6/injection/55_20_21_687427_112_i/fake_20/calexp/00687427-i/R24/calexp_00687427-i-R24-S11-det112.fits,5.800754526200465,4.089752374672761,4639,"5,5",687427,112,i,./data/patch_0to6/diff/al_default_v23/55_20_21_687427_112_i/diff_20/deepDiff/v00687427-fi/R24/diffexp_00687427-i-R24-S11-det112.fits,./data/patch_0to6/diff/al_default_v23/55_20_21_687427_112_i/diff_20/deepDiff/v00687427-fi/R24/diaSrc_00687427-i-R24-S11-det112.fits
./data/patch_0to6/injection/33_20_21_1173799_99_i/fake_20/calexp/01173799-i/R23/calexp_01173799-i-R23-S00-det099.fits,4.045915642606636,4.074981493642976,4639,"3,3",1173799,99,i,./data/patch_0to6/diff/al_default_v23/33_20_21_1173799_99_i/diff_20/deepDiff/v01173799-fi/R23/diffexp_01173799-i-R23-S00-det099.fits,./data/patch_0to6/diff/al_default_v23/33_20_21_1173799_99_i/diff_20/deepDiff/v01173799-fi/R23/diaSrc_01173799-i-R23-S00-det099.fits
./data/patch_0to6/injection/22_20_21_951274_89_i/fake_20/calexp/00951274-i/R21/calexp_00951274-i-R21-S22-det089.fits,3.45780987798521,4.07859862017242,4639,"2,2",951274,89,i,./data/patch_0to6/diff/al_default_v23/22_20_21_951274_89_i/diff_20/deepDiff/v00951274-fi/R21/diffexp_00951274-i-R21-S22-det089.fits,./data/patch_0to6/diff/al_default_v23/22_20_21_951274_89_i/diff_20/deepDiff/v00951274-fi/R21/diaSrc_00951274-i-R21-S22-det089.fits
./data/patch_0to6/injection/33_20_21_261992_164_i/fake_20/calexp/00261992-i/R41/calexp_00261992-i-R41-S02-det164.fits,3.015880393235467,4.074981493642976,4639,"3,3",261992,164,i,./data/patch_0to6/diff/al_default_v23/33_20_21_261992_164_i/diff_20/deepDiff/v00261992-fi/R41/diffexp_00261992-i-R41-S02-det164.fits,./data/patch_0to6/diff/al_default_v23/33_20_21_261992_164_i/diff_20/deepDiff/v00261992-fi/R41/diaSrc_00261992-i-R41-S02-det164.fits
./data/patch_0to6/injection/66_20_21_204560_136_i/fake_20/calexp/00204560-i/R32/calexp_00204560-i-R32-S01-det136.fits,4.050668029372088,4.114422322054011,4639,"6,6",204560,136,i,./data/patch_0to6/diff/al_default_v23/66_20_21_204560_136_i/diff_20/deepDiff/v00204560-fi/R32/diffexp_00204560-i-R32-S01-det136.fits,./data/patch_0to6/diff/al_default_v23/66_20_21_204560_136_i/diff_20/deepDiff/v00204560-fi/R32/diaSrc_00204560-i-R32-S01-det136.fits
./data/patch_0to6/injection/44_20_21_1173729_37_i/fake_20/calexp/01173729-i/R11/calexp_01173729-i-R11-S01-det037.fits,3.8254578190871995,4.097523832080805,4639,"4,4",1173729,37,i,./data/patch_0to6/diff/al_default_v23/44_20_21_1173729_37_i/diff_20/deepDiff/v01173729-fi/R11/diffexp_01173729-i-R11-S01-det037.fits,./data/patch_0to6/diff/al_default_v23/44_20_21_1173729_37_i/diff_20/deepDiff/v01173729-fi/R11/diaSrc_01173729-i-R11-S01-det037.fits
./data/patch_0to6/injection/22_20_21_766972_43_i/fake_20/calexp/00766972-i/R11/calexp_00766972-i-R11-S21-det043.fits,3.2591477785493295,4.07859862017242,4639,"2,2",766972,43,i,./data/patch_0to6/diff/al_default_v23/22_20_21_766972_43_i/diff_20/deepDiff/v00766972-fi/R11/diffexp_00766972-i-R11-S21-det043.fits,./data/patch_0to6/diff/al_default_v23/22_20_21_766972_43_i/diff_20/deepDiff/v00766972-fi/R11/diaSrc_00766972-i-R11-S21-det043.fits
