ra,dec,x_calexp,y_calexp,mag_injected,flux_injected,flux_src,flux_err_src,flux_forced,flux_err_forced,tot_src
0.9851949321990092,-0.7599060813848204,1029.4644051178198,2062.510660141077,20.5,22908.6765276777,22594.220469911663,169.97553328122387,22388.89614523912,168.43088563122288,34
0.9860417667048682,-0.7597209556391188,1685.4556809911726,1977.6097348032647,20.5,22908.6765276777,22700.844105840188,149.38077444253113,22506.580706373574,148.1024423837346,34
0.9879220740471854,-0.7589509314181133,3203.082901282149,1425.0034312445202,20.5,22908.6765276777,23113.229859815237,139.480196765878,22998.004900065065,138.78485473502295,34
0.9862916566201031,-0.7584874680665391,2077.346495489907,752.0699771789552,20.5,22908.6765276777,22476.375353003266,148.79914736082014,22350.02984802257,147.96270895673717,34
0.9870783126158237,-0.7603963333952815,2335.709643980167,2793.402676724513,20.5,22908.6765276777,23166.076662888026,142.51049479106268,22997.26816501932,141.472037422184,34
0.9868161141661542,-0.7584133126966645,2477.3768233919996,740.7701578430639,20.5,22908.6765276777,23117.6608449575,141.48373804917128,23004.294342679765,140.7899170938337,34
0.9869758810225723,-0.7587218396430124,2543.1276163378807,1074.5878063413302,20.5,22908.6765276777,23049.975455958713,143.43598248739235,22916.74374577038,142.6069048090617,34
0.987373196853828,-0.7589910010972853,2790.7531900234626,1398.3668218112914,20.5,22908.6765276777,22952.0889725433,140.39271378132125,22814.99043811577,139.55411315989468,34
0.9881733736079157,-0.7603393425463142,3152.909882815031,2869.90302422692,20.5,22908.6765276777,23221.885182146754,139.5344951794743,23098.885029239933,138.79541804008818,34
0.986335102208283,-0.7593077860141412,1971.5032455647734,1593.1645020201006,20.5,22908.6765276777,23175.29236906196,188.81351961640732,22994.30006369294,187.33894080998863,34
0.9873654588466783,-0.7587620819945025,2823.75175114248,1163.5758354320988,20.5,22908.6765276777,23011.294224134697,143.34455280641467,22887.10533680344,142.5709414263907,34
0.9853417641377563,-0.7594074835588148,1220.8668475925872,1572.5565850119028,20.5,22908.6765276777,23045.990106145015,145.30546432238734,22849.620796939653,144.06735161881784,34
0.9847331008760847,-0.760087111379956,658.0413368328179,2191.1335674919455,20.5,22908.6765276777,22997.530472795108,142.37237889717335,22786.174072985454,141.06392043302188,34
0.985093965572701,-0.7592047339862711,1071.7678991487799,1336.3435230917285,20.5,22908.6765276777,22959.374237682434,139.2476166446554,22771.892112398094,138.11054561080297,34
0.985194933069893,-0.7599060947006449,1029.4644051178198,2062.510660141077,21.0,14454.397707459219,14256.594362390337,169.9858856919972,14127.03788274061,168.44114292748998,34
0.9860417676764296,-0.7597209649891301,1685.4556809911726,1977.6097348032647,21.0,14454.397707459219,14321.566682859157,149.33238030099744,14199.009198683829,148.0544614082976,34
0.9879220679084079,-0.7589509306048023,3203.082901282149,1425.0034312445202,21.0,14454.397707459219,14603.530010080598,139.43922116801124,14530.727797532769,138.74408212435242,34
0.9862916590125755,-0.7584874640637792,2077.346495489907,752.0699771789552,21.0,14454.397707459219,13991.346611261122,148.74875684049616,13912.697872099254,147.9126041404023,34
0.9870783128794028,-0.7603963374388296,2335.709643980167,2793.402676724513,21.0,14454.397707459219,14733.464934011943,142.4722108114105,14626.103962269053,141.4340330740052,34
0.986816110888196,-0.7584133099174809,2477.3768233919996,740.7701578430639,21.0,14454.397707459219,14663.401857712823,141.4397957873492,14591.494231135239,140.74619134485147,34
0.986975882282537,-0.7587218393708703,2543.1276163378807,1074.5878063413302,21.0,14454.397707459219,14598.836621082808,143.39509623639282,14514.453572484072,142.56625521238715,34
0.9873732030761514,-0.7589909979472351,2790.7531900234626,1398.3668218112914,21.0,14454.397707459219,14509.42289407378,140.3495527802872,14422.754739964788,139.51121225846762,34
0.988173373876548,-0.7603393408354003,3152.909882815031,2869.90302422692,21.0,14454.397707459219,14699.155152361383,139.49152549796116,14621.297615716503,138.75267577607326,34
